"file name,","file size,","number of words,","% positive,","% negative,","% uncertainty,","% litigious,","% modal-weak,","% modal moderate,","% modal strong,","% constraining,","# of alphabetic,","# of digits,","# of numbers,","avg # of syllables per word,","average word length,",vocabulary,Fog_Index,Flesch_Index,Flesch-Kncaid,Lix-Index,Rix-Index
D:/Python_10K_Analysis/Test01/2019\1000209.txt,20100097,5831,0.9260847196021266,0.7717372663351054,0.9946835877208026,0.6516892471274225,0.18864688732635912,0.3086949065340422,0.2743954724747042,0.4458926427713943,36928,1527,448,1.8555993826101869,5.534899674155376,1246,20.95181989411338,24.000154892122396,16.076115633255142,62.686529670114524,8.801603206412826
D:/Python_10K_Analysis/Test01/2019\1000229.txt,12221672,6854,1.342281879194631,1.0504814706740588,1.0942515319521446,0.5981908374671724,0.5398307557630581,0.27721038809454335,0.24803034724248615,0.6565509191712868,40094,573,165,1.9006419608987453,5.605923548292967,1508,26.147836727192413,7.155275743325262,21.615862431422876,76.4725973621888,11.09433962264151
D:/Python_10K_Analysis/Test01/2019\1000232.txt,28104659,6260,0.463258785942492,2.364217252396166,2.8594249201277955,1.5175718849840254,1.0543130990415337,0.20766773162939298,0.3035143769968051,1.3738019169329074,38652,593,213,1.8920127795527157,5.535623003194888,1294,31.98770370768116,-7.073398797218545,27.261717185276666,89.53794936504954,11.333333333333334
D:/Python_10K_Analysis/Test01/2019\1001082.txt,26880977,6052,0.7766027759418374,1.288830138797092,2.131526768010575,0.6609385327164574,1.4044943820224718,0.2478519497686715,0.47918043621943157,0.991407799074686,37762,563,202,1.8745869134170523,5.6500330469266355,1166,32.823847147352915,-8.560832691596374,28.194070532449658,94.83225501312782,12.688
D:/Python_10K_Analysis/Test01/2019\100122.txt,15969527,5766,0.5896635449184877,0.9365244536940687,1.2833853624696496,1.352757544224766,0.346860908775581,0.12140131807145335,0.1734304543877905,0.8151231356226153,38358,1834,558,1.951266042317031,5.702913631633715,1243,23.108769274430045,11.749862516948866,18.802212026613695,67.44934254091382,8.947368421052632
D:/Python_10K_Analysis/Test01/2019\1001316.txt,5367098,6034,0.9943652635067949,1.0440835266821344,1.524693404043752,0.4308916141862778,0.48060987736161753,0.2817368246602585,0.19887305270135897,0.381173351010938,36963,955,348,1.9065296652303614,5.567451110374544,1197,22.44216636406961,14.622391316536323,18.624811243748116,68.20352661617336,10.568807339449542
D:/Python_10K_Analysis/Test01/2019\1001385.txt,10328389,6308,0.7767913760304376,1.9181991122384274,1.9499048826886494,0.8243500317057704,0.9670259987317692,0.3963221306277742,0.4597336715282181,0.6499682942295497,38978,626,228,1.8765060240963856,5.61429930247305,1464,19.93351171051343,21.605679792340084,16.563258889215398,62.86485093132478,8.877126654064272
D:/Python_10K_Analysis/Test01/2019\1001838.txt,25082649,4990,0.280561122244489,0.5210420841683366,0.9218436873747494,0.5210420841683366,0.16032064128256512,0.1402805611222445,0.08016032064128256,0.3406813627254509,35288,1690,528,1.8414829659318637,5.426452905811623,1123,18.141877115226304,29.579565978429912,14.224602732435828,55.194372146783195,6.374074074074074
D:/Python_10K_Analysis/Test01/2019\1002910.txt,39981968,5858,0.5462615227039945,1.3656538067599864,0.8535336292249914,1.792420621372482,0.3414134516899966,0.1707067258449983,0.18777739842949812,0.6145442130419939,39345,1067,270,1.9694434960737452,5.751451007169682,1200,33.04082398474819,-12.848238351909629,27.87730935986489,91.66658710423988,12.278947368421052
D:/Python_10K_Analysis/Test01/2019\1003201.txt,20929696,5001,0.3599280143971206,0.7398520295940813,0.8398320335932814,0.4599080183963208,0.15996800639872025,0.21995600879824037,0.2599480103979204,0.4599080183963208,33144,1730,567,1.8832233553289341,5.56628674265147,885,24.005530549519236,13.448310761688731,19.558525659106593,69.47193475212242,10.757396449704142
