"file name,","file size,","number of words,","% positive,","% negative,","% uncertainty,","% litigious,","% modal-weak,","% modal moderate,","% modal strong,","% constraining,","# of alphabetic,","# of digits,","# of numbers,","avg # of syllables per word,","average word length,",vocabulary,Fog_Index,Flesch_Index,Flesch-Kncaid,Lix-Index,Rix-Index
D:/Python_10K_Analysis/Test01/2015\1000180.txt,27032801,6499,1.092475765502385,1.0617018002769656,0.8924449915371595,0.4308355131558701,0.24619172180335436,0.18464379135251577,0.13848284351438683,0.307739652254193,39494,697,197,1.8598245883982152,5.519618402831205,1286,23.00870813582971,17.02206797685082,18.669862181933894,68.64655876856335,8.242735042735042
D:/Python_10K_Analysis/Test01/2015\1000228.txt,15681261,6250,1.056,1.6,1.1520000000000001,1.68,0.464,0.4,0.16,0.976,37586,598,211,1.92912,5.79536,1312,21.4496658436214,17.07548092181071,17.21448019753086,65.5281646090535,9.606177606177607
D:/Python_10K_Analysis/Test01/2015\1000232.txt,26828593,6408,0.5930087390761548,2.3408239700374533,2.871410736579276,1.5917602996254683,0.8895131086142322,0.26529338327091134,0.4057428214731586,1.373283395755306,38804,716,233,1.9012172284644195,5.559300873907615,1329,21.85276737411569,18.77609654598419,17.138807740324598,64.29171868497711,8.917431192660551
D:/Python_10K_Analysis/Test01/2015\1000298.txt,28235474,5798,0.5691617799241118,1.379786133149362,1.1210762331838564,0.4139358399448086,0.3276992066229734,0.18972059330803726,0.3449465332873405,0.5174197999310107,37843,797,268,1.9028975508796138,5.672300793377026,1166,20.557089883210963,19.127679695584675,16.96892324323659,65.22508069284976,9.60421052631579
D:/Python_10K_Analysis/Test01/2015\1000623.txt,21673487,6406,0.7024664377146426,1.0615048392132376,1.3424914142990947,0.6712457071495473,0.17171401810802372,0.32781767093349984,0.10927255697783327,0.46831095847642834,39245,970,307,1.8794879800187325,5.526069310021854,1283,20.2354493030431,23.47557424335642,15.783031693632811,61.11000945804484,7.128888888888889
D:/Python_10K_Analysis/Test01/2015\1000683.txt,9072814,6321,1.0283183040658124,0.3638664768232875,0.8226546432526498,0.3638664768232875,0.2531245056162,0.23730422401518747,0.31640563202024996,0.37968675842429994,39377,585,186,1.9332384116437273,5.695459579180509,1447,21.665053760366575,17.066705073735847,17.132574703179117,66.29679038889302,9.851428571428572
D:/Python_10K_Analysis/Test01/2015\1000694.txt,10112350,6182,1.0029116790682626,1.7631834357813003,1.035263668715626,0.46910384988676807,0.2588159171789065,0.5499838240051763,0.30734390164995146,0.3396958912973148,39188,793,295,1.947913296667745,5.68343578130055,1328,21.521905062118588,14.776449631823283,17.708710234012727,66.92349445730228,9.78125
D:/Python_10K_Analysis/Test01/2015\1000697.txt,17844359,5871,0.8346107988417647,0.49395332992675867,0.8686765457332651,0.39175608925225686,0.25549310168625444,0.4087889626980072,0.11923011412025208,0.45988758303525806,39236,644,217,2.0224833929483905,5.906319196048373,1366,21.965819180624905,11.822019129794512,17.29983159584613,66.83755936358747,9.385740402193784
D:/Python_10K_Analysis/Test01/2015\1000753.txt,11620869,6393,0.782105427811669,1.0010949475989364,1.0793054903801031,1.2513686844986704,0.2346316283435007,0.35976849679336775,0.12513686844986704,0.3441263882371344,39927,661,201,1.9632410448928515,5.855936180197091,1377,26.907268753770865,3.215407602064772,21.83350147259279,79.25002703850194,12.821596244131456
D:/Python_10K_Analysis/Test01/2015\1001082.txt,27552870,6182,0.8573277256551277,1.1970236169524426,2.0543513426075704,0.5823358136525397,1.2455516014234875,0.4043998705920414,0.29116790682626986,0.7440957618893562,37924,593,213,1.887091556130702,5.639113555483663,1226,20.240197900688003,22.878765377958587,15.854904696943048,62.50602694194971,8.657091561938959
D:/Python_10K_Analysis/Test01/2015\1001171.txt,25024899,5438,0.3493931592497242,0.9746230231702833,0.9194556822361162,0.8642883413019492,0.2758367046708349,0.25744759102611253,0.2758367046708349,1.0297903641044501,34301,1698,519,1.7999264435454212,5.355645457888929,1062,21.290754351261896,24.275709362543836,17.123023925727864,63.12022901901533,9.50259067357513
D:/Python_10K_Analysis/Test01/2015\100122.txt,22676008,5601,0.6248884127834314,0.6784502767362971,1.0890912337082663,0.96411355115158,0.2678093197643278,0.14283163720764147,0.35707909301910373,0.7320121406891626,37441,2775,641,1.9260846277450456,5.630601678271737,1112,21.67839283357786,15.974399913059017,17.70040730304372,64.51556787219674,8.493927125506072
D:/Python_10K_Analysis/Test01/2015\1001233.txt,15207089,6190,0.8562197092084006,1.4701130856219708,1.0177705977382876,0.4684975767366721,0.3392568659127625,0.7108239095315024,0.09693053311793215,0.3715670436187399,37881,857,295,1.8274636510500808,5.420678513731826,1377,18.186738676697757,28.85146563211208,14.794655023996793,57.14697593245522,7.350515463917525
D:/Python_10K_Analysis/Test01/2015\1001288.txt,36437788,6222,1.912568306010929,0.626808100289296,0.8678881388621021,0.25715204114432655,0.25715204114432655,0.32144005143040827,0.25715204114432655,0.3053680488588878,39246,571,173,1.9609450337512053,5.936354869816779,1293,20.850129580520736,15.819792332148012,17.037979523264227,68.8723506308261,10.366355140186917
D:/Python_10K_Analysis/Test01/2015\1001316.txt,6710752,5850,0.9401709401709402,1.4017094017094018,1.4871794871794872,0.6495726495726496,0.47863247863247865,0.3076923076923077,0.27350427350427353,0.49572649572649574,37174,1192,415,1.9196581196581197,5.5606837606837605,1236,22.230309340969242,13.841060132760646,18.653184086077488,67.25098702763677,10.009111617312072
D:/Python_10K_Analysis/Test01/2015\1001385.txt,10855698,6511,0.4914759637536477,1.8737521118107818,1.8737521118107818,0.598986330824758,0.8600829365688835,0.43004146828444173,0.39932422054983874,0.5682690830901551,39066,694,251,1.8696052833666104,5.592535708800492,1370,19.53467879480246,23.464838720068684,15.991791781928251,61.53827892526448,8.472854640980735
D:/Python_10K_Analysis/Test01/2015\1001838.txt,25569275,5497,0.4002183008913953,0.600327451337093,1.036929234127706,0.5639439694378752,0.21830089139530653,0.20010915044569766,0.2364926323449154,0.5275604875386575,34942,1746,558,1.8393669274149536,5.419865381116973,1198,17.836263281655317,30.109909792546773,14.064640854607568,54.46877353977591,6.323777403035413
D:/Python_10K_Analysis/Test01/2015\1001902.txt,11042971,5825,0.6866952789699571,0.4463519313304721,0.8927038626609441,0.5836909871244635,0.3776824034334764,0.32618025751072965,0.27467811158798283,0.3948497854077253,38991,854,269,1.9490128755364806,5.780257510729614,1291,19.82406892106463,19.84145944756247,15.739780502759043,62.04085899794054,7.261868300153139
D:/Python_10K_Analysis/Test01/2015\1002225.txt,25406537,5901,1.5760040671072701,0.7286900525334689,0.7964751736993729,0.762582613116421,0.2372479240806643,0.3558718861209964,0.28808676495509233,0.4744958481613286,38734,556,197,1.9425521098118963,5.831553973902729,1381,21.59633990206991,15.659562875552325,17.480396834106372,67.07337814019427,9.774193548387096
D:/Python_10K_Analysis/Test01/2015\1002761.txt,152492,5365,0.1863932898415657,1.174277726001864,0.11183597390493942,1.602982292637465,0.018639328984156572,0.037278657968313145,0.05591798695246971,0.7455731593662628,36109,1802,640,1.928797763280522,5.6247903075489285,823,22.79963648671832,16.116793803582283,17.589515099247475,65.20039596982468,8.449897750511248
D:/Python_10K_Analysis/Test01/2015\1002910.txt,59817474,5782,0.6226219301279834,1.3836042891732965,0.6572120373573158,1.6603251470079559,0.2767208578346593,0.12106537530266344,0.17295053614666206,0.7955724662746454,39075,1156,306,1.9680041508128676,5.719993081978554,1163,27.024534300387543,2.5114029813587706,22.005378915897573,76.22615761191662,9.882863340563992
